id	family	quantity	class	kind	A_values	A_n	A_raw_median	A_raw_min	A_raw_max	A_corr_median	A_corr_rule	spread	contains0	under20ms	s310	stable	reasons	load_bearing	B_rule	A_source	adjudication
EXACT|map|header	EXACT	map header fields (map_ran 1 ... corrupt_at -1)	-	exact	map_ran=1 map_rc=0 map_entries=32 map_hashed=4186112 map_h601_skipped=8192 map_h601_hashed=0 map_diff_units=0 map_truncated=0 map_lines=32 corrupt_at=-1,map_ran=1 map_rc=0 map_entries=32 map_hashed=4186112 map_h601_skipped=8192 map_h601_hashed=0 map_diff_units=0 map_truncated=0 map_lines=32 corrupt_at=-1,map_ran=1 map_rc=0 map_entries=32 map_hashed=4186112 map_h601_skipped=8192 map_h601_hashed=0 map_diff_units=0 map_truncated=0 map_lines=32 corrupt_at=-1	3	-	-	-	-	-	-	-	-	-	exact	exact (card B § 3.2): not a D3 number	N	card B § 3.2	bench/2026-09-23/P*-M0.log; fields typed from card B § 3.2 | A2 id EXACT|map_header	exact row: A_n = captures read, values listed per capture (A2); A1 summarised ('n of n'); no D3 consequence
EXACT|P1-OFF|bytes	EXACT	every P1-OFFnn, bytes (predicted 139)	-	exact	139,139,139,139,139,139,139,139,139,139,139,139,139,139,139	15	139	139	139	139	face	-	-	-	-	exact	exact (card B § 3.2): not a D3 number	N	card B § 3.2	bench/2026-09-23/P1-OFFnn.meta.json | A2 id EXACT|offset_cell_bytes	exact row: A_n = captures read, values listed per capture (A2); A1 summarised ('n of n'); no D3 consequence
EXACT|P1-OFF-HP|udp	EXACT	P1-OFF-HP: 15 udp events on port 50000, each len=10	-	exact	15 udp on 50000; len=10	1	-	-	-	-	-	-	-	-	-	exact	exact (card B § 3.2): not a D3 number	N	card B § 3.2	bench/2026-09-23/P1-OFF-HP.events | A2 id EXACT|offset_udp_events	exact row: A_n = captures read, values listed per capture (A2); A1 summarised ('n of n'); no D3 consequence
EXACT|V-BOOT|bytes	EXACT	every V*-BOOT, bytes (predicted 1,789)	-	exact	1789,1789,1789,1789,1789,1789,1789	7	1789	1789	1789	1789	face	-	-	-	-	exact	exact (card B § 3.2): not a D3 number	N	card B § 3.2	bench/2026-09-23/V*-BOOT.meta.json | A2 id EXACT|vendor_boot_bytes	exact row: A_n = captures read, values listed per capture (A2); A1 summarised ('n of n'); no D3 consequence
EXACT|V-BOOT|end	EXACT	every V*-BOOT ends 'boa: starting server pid=350, port 80'	-	exact	boa-end,boa-end,boa-end,boa-end,boa-end,boa-end,boa-end	7	-	-	-	-	-	-	-	-	-	exact	exact (card B § 3.2): not a D3 number	N	card B § 3.2	bench/2026-09-23/V*-BOOT.log | A2 id EXACT|vendor_boot_end	exact row: A_n = captures read, values listed per capture (A2); A1 summarised ('n of n'); no D3 consequence
EXACT|V-BOOT|digest	EXACT	every V*-BOOT sha256 is 2f921f7508dd69b4... or 89df2d260b86e48d... (LDR-46)	-	exact	V1:89df2d260b86e48d,V2:89df2d260b86e48d,V3:2f921f7508dd69b4,V4:2f921f7508dd69b4,V5:89df2d260b86e48d,V6:2f921f7508dd69b4,V7:2f921f7508dd69b4	7	-	-	-	-	-	-	-	-	-	exact	exact (card B § 3.2): not a D3 number	N	card B § 3.2	bench/2026-09-23/V*-BOOT.log (sha256 of the file) | A2 id EXACT|vendor_boot_sha256_16	
EXACT|M1-BOOT|bytes	EXACT	M1-BOOT bytes (predicted 1901)	listen	exact	1901	1	1901	1901	1901	1901	-	-	-	-	-	exact	exact (card B § 3.2): not a D3 number	N	card B § 3.2	bench/2026-09-23/M1-BOOT.meta.json	granularity: card B § 3.2 states these as separate values; spec 'one row each' -> A1's split rows, filled with A2's per-capture values from EXACT|M1_M2_boot_bytes (A2's combined row dropped)
EXACT|M2-BOOT|bytes	EXACT	M2-BOOT bytes (predicted 1979)	listen	exact	1979	1	1979	1979	1979	1979	-	-	-	-	-	exact	exact (card B § 3.2): not a D3 number	N	card B § 3.2	bench/2026-09-23/M2-BOOT.meta.json	granularity: card B § 3.2 states these as separate values; spec 'one row each' -> A1's split rows, filled with A2's per-capture values from EXACT|M1_M2_boot_bytes (A2's combined row dropped)
EXACT|V-HD|bytes	EXACT	every V*-HD staged-head read-back, 118 B, byte-identical to 2026-08-31c/K2-2a.log	-	exact	-	0	-	-	-	-	-	-	-	-	-	exact	exact (card B § 3.2): not a D3 number	N	card B § 3.2 (new cell)	none in seating A (card A had no staged-head read-back, CORRECTIONS-block42 § 3) | A2 id EXACT|vendor_head_V-HD	
EXACT|burn-flag	EXACT	every *-AB / *-AB2 burn flag (predicted 00000001)	-	exact	00000001,00000001,00000001,00000001,00000001,00000001,00000001,00000001,00000001,00000001,00000001,00000001	12	1	1	1	1	face	-	-	-	-	exact	exact (card B § 3.2): not a D3 number	N	card B § 3.2	bench/2026-09-23/{V1..V7,M2}-AB.log, V4..V7-AB2.log | A2 id EXACT|burn_flag_AB	exact row: A_n = captures read, values listed per capture (A2); A1 summarised ('n of n'); no D3 consequence
EXACT|looprun-S5b	EXACT	every looprun S5b AUTOBURN read (predicted 00000000)	-	exact	00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000	11	0	0	0	0	face	-	-	-	-	exact	exact (card B § 3.2): not a D3 number	N	card B § 3.2	bench/2026-09-23/P*-rNN-ab2.log (11) | A2 id EXACT|looprun_S5b_read	exact row: A_n = captures read, values listed per capture (A2); A1 summarised ('n of n'); no D3 consequence
EXACT|P1-N0|flags	EXACT	P1-N0 recov_mode 1, ph_follow 1	-	exact	recov_mode 1, ph_follow 1	1	-	-	-	-	-	-	-	-	-	exact	exact (card B § 3.2): not a D3 number	N	card B § 3.2	bench/2026-09-23/P1-N0.log | A2 id EXACT|P1-N0_recov_ph	
EXACT|P1-ETH4	EXACT	P1-ETH4: HWaddr as card B § 3.2, inet addr:10.1.1.4, Mask:255.0.0.0, line 12 eth4	-	exact	HWaddr as card; inet True; mask True; line12 True	1	-	-	-	-	-	-	-	-	-	exact	exact (card B § 3.2): not a D3 number	N	card B § 3.2	bench/2026-09-23/P1-ETH4.log (the address compared, not printed) | A2 id EXACT|P1-ETH4_fields	
EXACT|P1-DOWN	EXACT	P1-DOWN: RLXFW-N-ENGOFF, RLXFW-N-NDSTOP, no line 12	-	exact	ENGOFF True; NDSTOP True; line12 absent True	1	-	-	-	-	-	-	-	-	-	exact	exact (card B § 3.2): not a D3 number	N	card B § 3.2	bench/2026-09-23/P1-DOWN.log | A2 id EXACT|P1-DOWN_fields	
